YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR
2014,1,3,10.8,69,0
2014,1,4,11.41,72,0
2014,1,5,12.45,74.69,0
2014,1,6,11.84,72.31,0
2014,1,7,11.78,72.19,0
2014,1,8,12.02,73.94,0
2014,1,9,12.82,74.88,0
2014,1,10,12.76,74.25,0
2014,1,11,12.51,73.62,0
2014,1,12,11.72,71.62,0
2014,1,13,11.6,71.38,0
2014,1,14,12.15,71.69,0
2014,1,15,12.45,72.94,0
2014,1,16,12.57,72.81,0
2014,1,17,12.15,71.81,0
2014,1,18,12.39,72.56,0
2014,1,19,12.15,70.69,0
2014,1,20,12.51,71.12,0
2014,1,21,12.27,69.75,0
2014,1,22,11.96,69.38,0
2014,1,23,11.96,70.25,0
2014,1,24,11.78,67.19,0
2014,1,25,12.51,71.06,0
2014,1,26,11.9,67.56,0
2014,1,27,12.33,72.12,0
2014,1,28,12.08,68.69,0
2014,1,29,11.35,67.38,0
2014,1,30,10.25,62.75,0
2014,1,31,10.25,62.94,0
2014,2,1,11.35,67.44,0
2014,2,2,11.54,66.06,0
2014,2,3,11.11,62.44,0
2014,2,4,8.3,47.75,0
2014,2,5,7.02,38.06,0
2014,2,6,8.12,46.12,0
2014,2,7,8.61,48.94,0
2014,2,8,8.54,47,0
2014,2,9,9.4,51.62,0
2014,2,10,9.64,52,0
2014,2,11,10.8,59.06,0
2014,2,12,11.41,60.81,0
2014,2,13,11.47,61.88,0
2014,2,14,12.15,63.62,0.04
2014,2,15,12.94,66.56,0.04
2014,2,16,12.63,61.62,1.59
2014,2,17,9.58,49.94,0.03
2014,2,18,8.42,47.56,0.04
2014,2,19,12.15,64.31,0
2014,2,20,11.47,61.25,0
2014,2,21,11.6,61,0
2014,2,22,11.72,59.5,0
2014,2,23,11.17,57.56,0
2014,2,24,11.23,59.25,0
2014,2,25,10.74,58,0
2014,2,26,10.25,56.25,0
2014,2,27,10.13,54.69,0.01
2014,2,28,11.17,58.88,0.16
2014,3,1,12.39,61.38,3.62
2014,3,2,12.7,61.62,1.77
2014,3,3,13.06,63.62,1
2014,3,4,12.88,68.75,7.43
2014,3,5,12.76,68.12,3.22
2014,3,6,13.06,66,1.09
2014,3,7,12.27,61.12,0.53
2014,3,8,12.08,60,0.08
2014,3,9,12.33,58.88,0.13
2014,3,10,12.02,57.12,0
2014,3,11,11.66,55.31,0
2014,3,12,11.54,55.38,0
2014,3,13,10.93,52.75,0
2014,3,14,9.77,41.69,0
2014,3,15,8.85,37.88,0
2014,3,16,9.77,39.38,0
2014,3,17,10.19,40.56,0
2014,3,18,9.16,38.25,0
2014,3,19,9.34,38.38,0
2014,3,20,9.46,37.12,0
2014,3,21,9.83,38.25,0
2014,3,22,10.44,39.56,0
2014,3,23,11.9,47.31,0
2014,3,24,11.9,49.06,0
2014,3,25,11.78,47.38,0
2014,3,26,10.99,44.12,0
2014,3,27,8.79,34.94,0
2014,3,28,7.51,28.38,0
2014,3,29,8.06,27.19,0
2014,3,30,7.87,25.94,0
2014,3,31,8.79,30.88,0
2014,4,1,8.36,28.25,0.04
2014,4,2,9.83,35.06,0.01
2014,4,3,11.35,42.44,0
2014,4,4,10.44,38.12,0
2014,4,5,9.03,32.62,0
2014,4,6,10.62,40.38,0
2014,4,7,10.07,38.81,0
2014,4,8,10.31,35.62,0.01
2014,4,9,10.86,34.75,1.22
2014,4,10,9.46,31.44,0.2
2014,4,11,9.52,33.44,0
2014,4,12,11.96,41.44,0
2014,4,13,13.49,48.75,0.93
2014,4,14,14.16,53.69,0.13
2014,4,15,12.02,46.31,0
2014,4,16,11.35,42.06,0
2014,4,17,11.78,41,0.33
2014,4,18,12.76,45.56,0.05
2014,4,19,11.23,39.88,0.46
2014,4,20,10.56,37.38,0
2014,4,21,10.44,33.62,0
2014,4,22,11.17,39.88,0
2014,4,23,10.62,35.69,0
2014,4,24,10.8,35.06,0.55
2014,4,25,12.33,38.69,0.02
2014,4,26,12.94,40.12,0.01
2014,4,27,12.82,41.25,0.16
2014,4,28,12.88,41.94,0
2014,4,29,12.94,44.31,0.03
2014,4,30,13.61,47.5,0.05
2014,5,1,13.06,43.12,0.03
2014,5,2,14.53,49.12,0.05
2014,5,3,14.22,50.12,0.27
2014,5,4,14.65,53.19,0.61
2014,5,5,14.47,52.69,0.06
2014,5,6,15.81,58,4.05
2014,5,7,15.32,58.94,0.25
2014,5,8,16.11,67.19,7.26
2014,5,9,19.17,80.94,21.42
2014,5,10,17.64,67.62,1.3
2014,5,11,15.5,51.94,0
2014,5,12,13.92,44.06,0
2014,5,13,13.31,43.75,0
2014,5,14,13,42.31,0
2014,5,15,12.45,39.69,0
2014,5,16,13.06,39.62,0.01
2014,5,17,13.85,41.12,0
2014,5,18,13.98,43.94,0
2014,5,19,14.16,44.38,0.2
2014,5,20,13.55,40.44,0.03
2014,5,21,15.01,44.31,0.67
2014,5,22,14.28,40.44,0.44
2014,5,23,11.35,31.62,0
2014,5,24,15.14,45.5,0
2014,5,25,15.56,48.81,0.03
2014,5,26,16.6,63.06,0.09
2014,5,27,14.59,46.56,0.53
2014,5,28,14.77,44,0
2014,5,29,14.53,41.81,0.04
2014,5,30,14.28,38.94,0.01
2014,5,31,13.06,34.38,0.07
2014,6,1,12.82,35.19,0.35
2014,6,2,16.24,51.56,7.35
2014,6,3,17.76,63,3.11
2014,6,4,16.42,55.69,0
2014,6,5,16.48,52.81,0.04
2014,6,6,16.11,48.12,0.04
2014,6,7,15.81,45.38,0
2014,6,8,16.24,49.62,0
2014,6,9,15.99,53.38,0.07
2014,6,10,14.77,46.56,0.01
2014,6,11,15.01,43.5,0
2014,6,12,13.73,40.06,0
2014,6,13,14.1,43.5,0.02
2014,6,14,13.98,41.31,0.69
2014,6,15,15.69,51.69,6.67
2014,6,16,15.14,50.88,0
2014,6,17,14.89,47.75,0.02
2014,6,18,15.01,52.88,0.35
2014,6,19,15.81,53.31,0.11
2014,6,20,15.26,52.81,0.01
2014,6,21,14.65,48.69,0.52
2014,6,22,14.22,47.44,0.01
2014,6,23,13.37,41.94,0
2014,6,24,12.94,37.56,0
2014,6,25,12.76,36.88,0.04
2014,6,26,13.24,38.31,0.94
2014,6,27,13.43,41.5,0.99
2014,6,28,15.32,52.25,2.61
2014,6,29,15.75,56,0.31
2014,6,30,13.85,45.56,0.26
2014,7,1,13.06,39.81,0.67
2014,7,2,12.94,37.75,0
2014,7,3,13.12,38.75,0
2014,7,4,14.28,43.5,0.33
2014,7,5,15.99,53.38,5.56
2014,7,6,18.01,70.06,16.1
2014,7,7,18.74,75.06,18.1
2014,7,8,18.49,74.56,1.16
2014,7,9,17.58,74.06,0.97
2014,7,10,15.75,67,0.36
2014,7,11,15.44,64.38,1.4
2014,7,12,14.71,61.19,1.86
2014,7,13,16.36,65.75,1.81
2014,7,14,17.09,69.88,0.81
2014,7,15,16.6,65.62,1.93
2014,7,16,15.69,60,0.26
2014,7,17,15.93,57.69,0.02
2014,7,18,16.11,61.38,0
2014,7,19,16.11,59,0.47
2014,7,20,16.36,62.31,0.41
2014,7,21,16.6,66.56,3.11
2014,7,22,16.78,69.69,2.07
2014,7,23,16.6,64.94,4.26
2014,7,24,15.99,61.38,0.99
2014,7,25,15.75,58.19,0.06
2014,7,26,16.78,62.12,4.79
2014,7,27,17.46,73.75,20.53
2014,7,28,18.01,80.31,17.34
2014,7,29,17.09,76,3.21
2014,7,30,17.03,73.81,2.22
2014,7,31,17.82,72.62,0.68
2014,8,1,17.46,70.12,0.02
2014,8,2,16.48,63.75,0
2014,8,3,16.54,63.69,0
2014,8,4,16.42,61.94,0.11
2014,8,5,16.66,66.81,0.21
2014,8,6,15.81,60.75,0.01
2014,8,7,16.42,63.19,2.36
2014,8,8,16.24,62.12,0.16
2014,8,9,16.3,61.31,0
2014,8,10,16.42,65.31,0.02
2014,8,11,16.05,64.75,1.35
2014,8,12,16.85,66.12,1.04
2014,8,13,15.93,61.56,0.02
2014,8,14,16.85,69.12,5.31
2014,8,15,16.85,67.56,1.87
2014,8,16,16.72,69.75,3.95
2014,8,17,16.78,71.94,2.51
2014,8,18,17.15,72,7.16
2014,8,19,17.46,71.19,9.83
2014,8,20,18.07,74.75,0.21
2014,8,21,18.07,76.12,1.39
2014,8,22,17.33,74.44,0.8
2014,8,23,17.33,71.69,0.55
2014,8,24,16.97,71.5,8.32
2014,8,25,17.88,79.5,7.22
2014,8,26,18.25,82.38,29.58
2014,8,27,18.55,87.12,24.34
2014,8,28,17.82,83.31,8.21
2014,8,29,17.82,85.62,13.93
2014,8,30,18.25,83.69,7.73
2014,8,31,17.52,81,4.77
2014,9,1,15.81,74.06,1.47
2014,9,2,17.09,76.06,0
2014,9,3,17.58,75.12,0.09
2014,9,4,17.33,80,0.43
2014,9,5,17.15,77.31,0.07
2014,9,6,17.33,81.12,2.44
2014,9,7,16.54,76.38,2.28
2014,9,8,16.48,72.88,0.01
2014,9,9,16.3,71.62,0.01
2014,9,10,16.36,73,2.08
2014,9,11,16.78,75.44,2.01
2014,9,12,16.54,72.75,4.19
2014,9,13,18.01,81.12,26.9
2014,9,14,18.74,83.88,15.93
2014,9,15,18.62,85.31,24.61
2014,9,16,18.74,87.19,31.92
2014,9,17,18.92,86.75,17.35
2014,9,18,18.98,87.5,7.41
2014,9,19,18.92,86.44,2.05
2014,9,20,18.31,83.94,3.9
2014,9,21,18.25,84.31,0.42
2014,9,22,18.37,79.81,0
2014,9,23,18.92,81.88,0
2014,9,24,19.04,84.06,0.05
2014,9,25,18.25,81.12,0.01
2014,9,26,18.07,81.31,0.01
2014,9,27,18.01,83.31,0.94
2014,9,28,18.25,83.19,1.55
2014,9,29,17.94,82.38,0.66
2014,9,30,17.46,79.25,0.02
2014,10,1,16.54,73.62,0.78
2014,10,2,16.54,73,0.01
2014,10,3,16.78,73.25,0.22
2014,10,4,16.66,71.25,0.01
2014,10,5,17.52,71.75,2.24
2014,10,6,18.07,76.25,0.94
2014,10,7,17.94,80.56,1.63
2014,10,8,17.58,81.69,0.38
2014,10,9,17.09,78.19,0.05
2014,10,10,17.4,74.88,0.03
2014,10,11,16.72,69.69,0
2014,10,12,13.61,61.5,0.01
2014,10,13,13.98,60.25,0
2014,10,14,15.56,67.06,0
2014,10,15,17.46,77.88,0.82
2014,10,16,17.15,78.81,1.15
2014,10,17,16.3,74.25,0.36
2014,10,18,15.5,71.88,0.01
2014,10,19,16.11,76.81,5.12
2014,10,20,15.56,73.88,0.61
2014,10,21,16.3,77.75,8.37
2014,10,22,16.42,79.19,0.18
2014,10,23,15.75,76.19,0.1
2014,10,24,15.62,76.81,1.12
2014,10,25,16.24,84.38,53.05
2014,10,26,14.65,92.69,34.98
2014,10,27,15.69,88.19,7.56
2014,10,28,15.32,81.5,0.28
2014,10,29,13.49,77.12,0
2014,10,30,13,77.44,0
2014,10,31,12.45,72.25,0.02
2014,11,1,13.24,75.5,0
2014,11,2,13.18,73.5,0
2014,11,3,13.37,73.94,0
2014,11,4,11.72,68.06,0
2014,11,5,11.23,64.31,0
2014,11,6,12.45,66.31,0
2014,11,7,11.9,68.38,0
2014,11,8,10.56,63.56,0.09
2014,11,9,14.59,83.12,4.01
2014,11,10,17.4,85.62,3.45
2014,11,11,16.17,81.12,0
2014,11,12,16.72,82.31,2.17
2014,11,13,16.97,90.25,20.36
2014,11,14,16.72,86.81,0.7
2014,11,15,15.99,80.88,0.02
2014,11,16,14.95,78.38,0
2014,11,17,14.83,78.62,0
2014,11,18,15.14,80.31,0.01
2014,11,19,15.69,81.75,0.01
2014,11,20,13.67,75.31,0
2014,11,21,12.02,70.19,0
2014,11,22,12.02,70.5,0
2014,11,23,12.15,71.88,0
2014,11,24,12.39,74.62,0
2014,11,25,11.29,70.62,0
2014,11,26,10.44,64,0
2014,11,27,9.58,58.81,0
2014,11,28,10.56,65.44,0
2014,11,29,9.83,60.56,0
2014,11,30,9.09,59,0
2014,12,1,9.4,55.56,0
2014,12,2,10.07,58.38,0
2014,12,3,9.22,56.75,0
2014,12,4,8.61,54.06,0
2014,12,5,10.56,67.19,0
2014,12,6,11.78,72.5,0
2014,12,7,11.84,70.44,0
2014,12,8,12.94,72.19,0
2014,12,9,14.53,76.69,0.65
2014,12,10,14.59,77.88,0.81
2014,12,11,14.77,84.06,6.21
2014,12,12,13.24,77.06,0.59
2014,12,13,13.49,76.69,0.04
2014,12,14,13.37,75.75,0.02
2014,12,15,13.85,75.38,0
2014,12,16,14.04,75.5,0
2014,12,17,11.96,71.25,1.13
2014,12,18,10.86,69.56,0.04
2014,12,19,10.44,70.06,0.01
2014,12,20,8.67,64.38,0
2014,12,21,8.67,57.62,0
2014,12,22,10.44,71.19,0
2014,12,23,11.23,72.62,0
2014,12,24,10.5,69.19,0
2014,12,25,10.01,64.94,0
2014,12,26,8.12,55.12,0
2014,12,27,8.67,58,0
2014,12,28,9.46,61,0.01
2014,12,29,9.77,61.88,0
2014,12,30,11.84,67.75,0.06
2014,12,31,13.24,68.94,0
2015,1,1,12.57,67.44,0.03
2015,1,2,14.4,74.88,0.37
2015,1,3,14.59,72.75,0.51
2015,1,4,12.76,67.19,0.08
2015,1,5,10.19,57.88,0
2015,1,6,7.2,44.94,0
2015,1,7,6.35,40.88,0
2015,1,8,6.29,40.62,0
2015,1,9,4.94,36.44,0
2015,1,10,5.19,38.75,0
2015,1,11,5.07,38,0
2015,1,12,6.35,42.88,0
2015,1,13,6.53,44.44,0
2015,1,14,9.58,65.12,0
2015,1,15,10.19,65.88,0
2015,1,16,9.4,58.69,0
2015,1,17,7.32,46.31,0
2015,1,18,6.29,41.75,0
2015,1,19,9.16,60.25,0
2015,1,20,10.56,67.31,0
2015,1,21,9.58,62.75,0
2015,1,22,8.73,60.19,0
2015,1,23,9.28,61.94,0
2015,1,24,10.01,62.62,0
2015,1,25,10.62,66.12,0
2015,1,26,10.62,64.56,0
2015,1,27,10.38,63.75,0
2015,1,28,11.54,68.25,0
2015,1,29,11.6,65.81,0
2015,1,30,11.17,61.75,0
2015,1,31,10.99,62.75,0
2015,2,1,11.29,64.12,0
2015,2,2,11.9,65.75,0
2015,2,3,10.25,61.44,0
2015,2,4,9.4,58.38,0
2015,2,5,8.91,54.56,0
2015,2,6,9.64,60.44,0
2015,2,7,10.44,62.94,0
2015,2,8,10.93,61.69,0
2015,2,9,10.5,57.5,0
2015,2,10,11.23,62.31,0
2015,2,11,10.93,60.5,0
2015,2,12,10.25,58.94,0
2015,2,13,9.58,53.69,0
2015,2,14,9.22,49.81,0
2015,2,15,8.12,43.38,0
2015,2,16,9.83,54.56,0
2015,2,17,9.34,52.12,0
2015,2,18,9.4,52.25,0
2015,2,19,10.31,53.94,0
2015,2,20,11.05,56,0
2015,2,21,9.95,50.5,0
2015,2,22,8.3,40.62,0
2015,2,23,8.06,39.88,0
2015,2,24,7.75,40.69,0
2015,2,25,7.45,40.5,0
2015,2,26,6.84,37.25,0
2015,2,27,8.91,49.38,0
2015,2,28,11.9,57.69,0
2015,3,1,11.96,57.94,1.02
2015,3,2,14.4,66,3.11
2015,3,3,13,56.94,0.01
2015,3,4,9.46,44,0.01
2015,3,5,13.37,56.62,0
2015,3,6,13.24,55,0.13
2015,3,7,13.06,56,0.17
2015,3,8,13,56.06,0.16
2015,3,9,13,56.06,0.48
2015,3,10,11.6,49.69,0
2015,3,11,9.89,46.62,0
2015,3,12,11.29,53.75,0
2015,3,13,11.23,52.94,0
2015,3,14,11.17,52.94,0
2015,3,15,10.68,52.81,0
2015,3,16,10.74,51.06,0
2015,3,17,10.44,48.75,0
2015,3,18,8.48,36.19,0
2015,3,19,8.48,35.25,0
2015,3,20,9.83,41,0
2015,3,21,8.73,36.25,0
2015,3,22,8.85,34.25,0
2015,3,23,9.89,37.69,0
2015,3,24,10.5,40.19,0
2015,3,25,12.45,49.19,0
2015,3,26,12.63,50.75,0
2015,3,27,12.27,49.62,0
2015,3,28,11.66,48,0
2015,3,29,12.21,49,0
2015,3,30,12.88,52.5,0.11
2015,3,31,13.92,58.81,0.3
2015,4,1,13.06,50.81,0
2015,4,2,13.24,48.44,0
2015,4,3,12.7,43.19,0
2015,4,4,13.43,45.62,0
2015,4,5,13.61,44.94,0
2015,4,6,13.37,46.56,0.04
2015,4,7,14.28,51.38,0.66
2015,4,8,13.92,52.94,0.01
2015,4,9,13,50.88,0
2015,4,10,11.54,45.38,0
2015,4,11,11.84,44.81,0.51
2015,4,12,12.39,46.38,2.42
2015,4,13,12.57,58.06,10.56
2015,4,14,10.99,51.56,2.13
2015,4,15,14.04,65.06,6.72
2015,4,16,14.4,64.44,1.1
2015,4,17,14.16,58.31,0
2015,4,18,12.94,50.25,0
2015,4,19,13.49,50.56,0
2015,4,20,14.04,52.56,0
2015,4,21,13.85,51.19,0
2015,4,22,13.85,47.56,0.06
2015,4,23,14.65,48.31,2.14
2015,4,24,15.93,57.81,8.91
2015,4,25,14.89,55.31,0
2015,4,26,15.2,57.38,0.43
2015,4,27,14.59,54.75,0.17
2015,4,28,14.53,50.19,0
2015,4,29,14.59,49,0.01
2015,4,30,13.24,43.44,0.04
2015,5,1,14.04,46.12,0
2015,5,2,14.16,44.38,0.07
2015,5,3,14.95,49.88,0.14
2015,5,4,15.69,54.5,0
2015,5,5,13.55,49.19,0
2015,5,6,14.04,47.19,0
2015,5,7,13.67,46.31,0
2015,5,8,13.06,42.75,0
2015,5,9,13.37,44.25,0
2015,5,10,14.34,47.06,0
2015,5,11,12.82,41.38,0
2015,5,12,9.64,32.06,0
2015,5,13,11.96,39.06,0
2015,5,14,11.78,37.44,0
2015,5,15,15.44,53.06,4.08
2015,5,16,15.75,55.94,0.38
2015,5,17,15.26,52.88,0.12
2015,5,18,14.95,46.06,0
2015,5,19,14.53,39.94,0
2015,5,20,12.21,32.75,0
2015,5,21,11.23,27.62,0
2015,5,22,11.35,27.5,0
2015,5,23,12.7,34.38,0.72
2015,5,24,11.23,29.56,0.34
2015,5,25,10.31,26.19,0
2015,5,26,10.44,25.88,0
2015,5,27,13.18,36.44,0.03
2015,5,28,15.14,46.56,0.06
2015,5,29,13.49,38.56,0.01
2015,5,30,14.77,45,0.04
2015,5,31,15.56,48.62,0.47
2015,6,1,14.65,48.75,2.15
2015,6,2,14.22,46.94,1.52
2015,6,3,15.87,53.31,2.36
2015,6,4,17.15,60.06,8.88
2015,6,5,18.74,72.75,8.36
2015,6,6,17.88,68.88,2.1
2015,6,7,17.46,68.94,4.31
2015,6,8,18.31,77.88,6.96
2015,6,9,17.4,70.31,0.23
2015,6,10,16.3,59.31,0
2015,6,11,17.52,65.5,0.6
2015,6,12,18.07,70.5,11.18
2015,6,13,17.33,67.19,4.03
2015,6,14,17.64,75.31,8.24
2015,6,15,17.21,72.38,2.65
2015,6,16,15.14,64.44,2.19
2015,6,17,16.54,71.12,3.11
2015,6,18,15.32,67.38,5.9
2015,6,19,15.5,73.44,13.4
2015,6,20,15.75,73.5,12.18
2015,6,21,16.3,70.19,3.89
2015,6,22,15.69,64.44,0.46
2015,6,23,16.66,63.81,0
2015,6,24,16.54,59.81,0.57
2015,6,25,16.24,57.5,0.07
2015,6,26,16.17,56.69,0.1
2015,6,27,16.48,58.69,2.22
2015,6,28,16.85,61,3.05
2015,6,29,16.85,61.62,0.93
2015,6,30,16.6,59.19,1.4
2015,7,1,15.93,59.5,0.46
2015,7,2,17.09,63.19,3.34
2015,7,3,17.09,63.56,0.85
2015,7,4,15.62,54.38,0
2015,7,5,14.71,49.25,0
2015,7,6,13.73,46.62,0
2015,7,7,14.28,49.06,0
2015,7,8,15.44,55.12,0.04
2015,7,9,15.5,52.94,0.04
2015,7,10,15.69,54.12,0.4
2015,7,11,15.32,53.44,0.2
2015,7,12,15.5,51.69,0
2015,7,13,16.85,59.56,0.8
2015,7,14,18.07,69.12,14.61
2015,7,15,18.49,76.44,4.76
2015,7,16,16.48,62.44,0.04
2015,7,17,15.81,60.25,0.88
2015,7,18,16.72,61.5,0.57
2015,7,19,16.66,64.19,1.85
2015,7,20,15.5,57,0.46
2015,7,21,16.24,60.88,2.98
2015,7,22,17.52,70.06,9.77
2015,7,23,17.03,68.25,1.91
2015,7,24,17.27,65.75,0.39
2015,7,25,15.2,60,1.91
2015,7,26,15.69,65.25,2.52
2015,7,27,15.69,61.44,0.9
2015,7,28,14.28,55.38,0.76
2015,7,29,14.83,55,0.14
2015,7,30,14.34,52.38,1.68
2015,7,31,16.54,65.31,4.51
2015,8,1,16.54,64.75,2.69
2015,8,2,17.4,73,3.81
2015,8,3,16.72,63.62,1.86
2015,8,4,15.75,59.19,1.76
2015,8,5,14.59,55.62,1.19
2015,8,6,15.38,60.75,3.63
2015,8,7,15.87,60.19,0.85
2015,8,8,16.97,67.06,1.68
2015,8,9,17.7,69.88,3.87
2015,8,10,18.19,71.62,4.32
2015,8,11,18.07,78.75,13.88
2015,8,12,17.15,76.81,11.71
2015,8,13,16.24,68.38,0.32
2015,8,14,16.24,60.56,0.04
2015,8,15,17.33,63.5,4.3
2015,8,16,18.37,73.31,3.91
2015,8,17,17.76,74.62,0.13
2015,8,18,17.64,71.69,0.46
2015,8,19,18.31,74.81,3.95
2015,8,20,18.74,79.5,10.96
2015,8,21,17.82,76.38,13.99
2015,8,22,17.15,74.69,3.16
2015,8,23,17.15,69.31,0.79
2015,8,24,16.97,66.25,0.04
2015,8,25,16.91,64.25,1.79
2015,8,26,16.91,69.56,0.68
2015,8,27,16.97,72.19,1.19
2015,8,28,17.21,72.75,1.06
2015,8,29,16.97,67.5,1.27
2015,8,30,17.46,68.06,1.25
2015,8,31,17.27,67.44,0.11
2015,9,1,16.54,65.88,0
2015,9,2,16.24,65.19,4.37
2015,9,3,16.24,64.06,0.55
2015,9,4,18.13,74.31,4.2
2015,9,5,17.76,74.44,0.9
2015,9,6,17.52,74.81,10.65
2015,9,7,16.42,70.75,4.3
2015,9,8,17.09,72.88,5.87
2015,9,9,17.33,72.12,10.34
2015,9,10,17.82,77.12,10.84
2015,9,11,17.82,77.81,6.23
2015,9,12,17.15,74.88,4.96
2015,9,13,17.09,76.12,2.66
2015,9,14,17.76,78.31,3.87
2015,9,15,17.88,79.56,0.74
2015,9,16,17.88,75.44,2.26
2015,9,17,18.31,75.62,5.28
2015,9,18,18.43,75.44,0.82
2015,9,19,18.31,76.81,5.15
2015,9,20,17.82,78,0.85
2015,9,21,16.78,71.31,0.04
2015,9,22,15.93,64.69,0
2015,9,23,16.17,65.75,0.01
2015,9,24,17.21,66.94,0.01
2015,9,25,18.43,74.44,5.57
2015,9,26,18.37,75.88,4.22
2015,9,27,16.3,70,0.6
2015,9,28,14.71,65.38,0.01
2015,9,29,16.66,72.25,2.35
2015,9,30,17.64,81.19,6.59
2015,10,1,18.19,87.19,7.93
2015,10,2,17.58,80.38,0.73
2015,10,3,17.52,72.38,3.31
2015,10,4,18.43,76.94,9.47
2015,10,5,17.88,74.19,0.38
2015,10,6,15.93,69.5,0
2015,10,7,13.92,62.81,0
2015,10,8,15.5,67.31,0.25
2015,10,9,15.56,66.38,0.18
2015,10,10,15.81,62.94,0.1
2015,10,11,15.99,63.12,0.64
2015,10,12,14.4,57.69,0.03
2015,10,13,12.51,54.19,0
2015,10,14,12.39,51.62,0
2015,10,15,14.28,59.56,0
2015,10,16,15.75,67.19,0
2015,10,17,16.42,70.12,0
2015,10,18,16.48,69.5,0.13
2015,10,19,15.14,64.44,0
2015,10,20,13.55,61.38,0
2015,10,21,14.04,63.25,0
2015,10,22,13.92,61.38,0
2015,10,23,13.24,60,0
2015,10,24,13.98,61,0
2015,10,25,14.34,64.06,0
2015,10,26,13.79,61.88,0
2015,10,27,12.27,59.06,0.03
2015,10,28,14.53,68.62,2.19
2015,10,29,15.5,68.19,0.06
2015,10,30,16.05,68.81,0.04
2015,10,31,16.05,69.94,0.02
2015,11,1,15.93,68.12,0.02
2015,11,2,15.93,69.56,0.23
2015,11,3,15.32,66.94,2.78
2015,11,4,15.01,68.25,0.19
2015,11,5,14.53,65.38,0.01
2015,11,6,13.49,61.44,0
2015,11,7,13,60.81,0.04
2015,11,8,13.43,63.75,0.83
2015,11,9,13.18,68.81,1.72
2015,11,10,14.53,77.56,2.85
2015,11,11,14.1,70.38,0.4
2015,11,12,12.51,62.81,0.03
2015,11,13,10.13,55.81,0
2015,11,14,10.62,54.88,0
2015,11,15,11.6,58.25,0.19
2015,11,16,12.94,69.94,6.84
2015,11,17,14.77,79.88,12.85
2015,11,18,15.75,79.94,2.41
2015,11,19,16.66,82.19,1.84
2015,11,20,16.78,86.31,4.19
2015,11,21,15.32,76.62,0.49
2015,11,22,14.83,74.25,0.05
2015,11,23,14.83,74.19,0.03
2015,11,24,14.47,72,0.01
2015,11,25,14.16,73.69,0
2015,11,26,12.82,69.31,0
2015,11,27,12.88,69.88,0
2015,11,28,13.06,72.69,0
2015,11,29,14.47,79.12,1.06
2015,11,30,15.14,79.25,1.57
2015,12,1,15.44,79.62,2.9
2015,12,2,14.71,79.12,2.32
2015,12,3,12.39,66.75,0.05
2015,12,4,12.7,68,0.04
2015,12,5,12.45,68.25,0
2015,12,6,12.27,69.38,0
2015,12,7,11.78,67.5,0
2015,12,8,11.72,67.06,0
2015,12,9,11.23,66.38,0
2015,12,10,10.99,64.81,0
2015,12,11,13.18,70.44,0
2015,12,12,14.1,67.94,0
2015,12,13,13.49,66.81,0
2015,12,14,11.41,61.69,0
2015,12,15,10.93,60,0
2015,12,16,11.96,65.69,0
2015,12,17,12.33,68.5,0
2015,12,18,12.45,67.88,0
2015,12,19,12.94,67.75,0
2015,12,20,12.63,66.75,0
2015,12,21,11.84,62.25,0
2015,12,22,12.21,62.75,0
2015,12,23,12.94,66.25,0
2015,12,24,11.72,60.44,0
2015,12,25,4.88,30.56,0
2015,12,26,6.96,41.56,0
2015,12,27,7.08,44.75,0
2015,12,28,9.28,59.62,0
2015,12,29,8.73,52.81,0
2015,12,30,9.22,54.31,0
2015,12,31,10.99,64.88,0
2016,1,1,11.05,63.38,0
2016,1,2,10.38,61.12,0
2016,1,3,10.38,61,0
2016,1,4,10.31,60.56,0
2016,1,5,11.05,63.44,0
2016,1,6,10.8,63,0
2016,1,7,10.38,62.38,0
2016,1,8,9.4,58.19,0
2016,1,9,8.3,49.19,0
2016,1,10,8.61,51.69,0
2016,1,11,8,46.69,0
2016,1,12,8.12,49.5,0
2016,1,13,8.85,53.31,0
2016,1,14,10.31,59.81,0
2016,1,15,11.29,63.88,0
2016,1,16,10.01,58.06,0
2016,1,17,10.13,57.75,0
2016,1,18,10.99,62.69,0
2016,1,19,12.33,65.44,1.09
2016,1,20,12.27,62.56,0.35
2016,1,21,8.42,45.88,0.08
2016,1,22,6.53,39.12,0.01
2016,1,23,7.14,42.62,0
2016,1,24,10.99,60.38,0
2016,1,25,12.08,62,0
2016,1,26,12.27,63.44,0
2016,1,27,12.02,60.69,0
2016,1,28,10.93,57.75,0
2016,1,29,9.89,52.56,0
2016,1,30,8.67,44.06,0
2016,1,31,7.63,39.69,0
2016,2,1,7.87,41.38,0
2016,2,2,8.97,46.25,0
2016,2,3,9.46,48.81,0
2016,2,4,9.4,48.38,0
2016,2,5,11.47,58.62,0
2016,2,6,11.9,60.12,0
2016,2,7,12.33,59.31,0
2016,2,8,12.94,60.62,0
2016,2,9,11.96,56.31,0
2016,2,10,11.35,53.75,0
2016,2,11,11.17,50.5,0
2016,2,12,11.84,50.19,0
2016,2,13,11.84,51.12,0
2016,2,14,11.96,55.56,0
2016,2,15,10.93,55.62,0
2016,2,16,11.6,59.56,0
2016,2,17,10.62,56.69,0
2016,2,18,10.44,54.5,0
2016,2,19,8.42,46.38,0
2016,2,20,9.58,50.5,0
2016,2,21,10.56,50.12,0
2016,2,22,11.54,51.06,0
